2025-10-05 21:12:25 | INFO | Sent crime: Stealing - Shoplift at 4000  INDEPENDENCE AVE
2025-10-05 21:12:25 | INFO | Processed JSON message: {'offense': 'Stealing - Shoplift', 'description': 'Shoplifting', 'address': '4000  INDEPENDENCE AVE', 'reported_date': '03/11/2025', 'reported_time': '14:35', 'latitude': 39.10577, 'longitude': -94.53508}
2025-10-05 21:12:25 | INFO | Crime: Theft at 4000  INDEPENDENCE AVE
2025-10-05 21:12:27 | INFO | Sent crime: Tampering at 6200  PEERY AVE
2025-10-05 21:12:27 | INFO | Processed JSON message: {'offense': 'Tampering', 'description': 'Motor Vehicle Theft', 'address': '6200  PEERY AVE', 'reported_date': '01/11/2025', 'reported_time': '17:40', 'latitude': 39.09843, 'longitude': -94.50976}
2025-10-05 21:12:27 | INFO | Crime: Property Crime at 6200  PEERY AVE
2025-10-05 21:12:29 | INFO | Sent crime: Robbery (Business) at 3700  INDEPENDENCE AVE
2025-10-05 21:12:29 | INFO | Processed JSON message: {'offense': 'Robbery (Business)', 'description': 'Robbery', 'address': '3700  INDEPENDENCE AVE', 'reported_date': '01/25/2025', 'reported_time': '20:21', 'latitude': 39.10584, 'longitude': -94.53697}
2025-10-05 21:12:29 | INFO | Crime: Robbery at 3700  INDEPENDENCE AVE
2025-10-05 21:12:31 | INFO | Sent crime: Stealing - Shoplift at 10200  WORNALL RD
2025-10-05 21:12:31 | INFO | Processed JSON message: {'offense': 'Stealing - Shoplift', 'description': 'Shoplifting', 'address': '10200  WORNALL RD', 'reported_date': '03/03/2025', 'reported_time': '15:13', 'latitude': 38.94329, 'longitude': -94.59656}
2025-10-05 21:12:31 | INFO | Crime: Theft at 10200  WORNALL RD
2025-10-05 21:12:33 | INFO | Sent crime: Harassment / Intimidation - Domestic Violence at 1500  MAIN ST
2025-10-05 21:12:33 | INFO | Processed JSON message: {'offense': 'Harassment / Intimidation - Domestic Violence', 'description': 'Intimidation', 'address': '1500  MAIN ST', 'reported_date': '01/21/2025', 'reported_time': '12:51', 'latitude': 39.09578, 'longitude': -94.58339}
2025-10-05 21:12:33 | INFO | Crime: Domestic Violence at 1500  MAIN ST
2025-10-05 21:12:35 | INFO | Sent crime: Stealing - Shoplift at 11600  E US 40 HWY
2025-10-05 21:12:35 | INFO | Processed JSON message: {'offense': 'Stealing - Shoplift', 'description': 'Shoplifting', 'address': '11600  E US 40 HWY', 'reported_date': '02/20/2025', 'reported_time': '16:06', 'latitude': 39.04642, 'longitude': -94.44111}
2025-10-05 21:12:35 | INFO | Crime: Theft at 11600  E US 40 HWY
2025-10-05 21:12:37 | INFO | Sent crime: Domestic Violence Assault (Non-Aggravated) at 3200  E 11TH ST
2025-10-05 21:12:37 | INFO | Processed JSON message: {'offense': 'Domestic Violence Assault (Non-Aggravated)', 'description': 'Simple Assault', 'address': '3200  E 11TH ST', 'reported_date': '02/17/2025', 'reported_time': '21:48', 'latitude': 39.10038, 'longitude': -94.54422}
2025-10-05 21:12:37 | INFO | Crime: Violent Crime at 3200  E 11TH ST
2025-10-05 21:12:39 | INFO | Sent crime: Disorderly Conduct at E 11TH ST and GRAND BLVD
2025-10-05 21:12:39 | INFO | Processed JSON message: {'offense': 'Disorderly Conduct', 'description': 'Disorderly Conduct', 'address': 'E 11TH ST and GRAND BLVD', 'reported_date': '03/16/2025', 'reported_time': '11:46', 'latitude': 39.10104, 'longitude': -94.58084}
2025-10-05 21:12:39 | INFO | Crime: Other at E 11TH ST and GRAND BLVD
2025-10-05 21:12:41 | INFO | Sent crime: Burglary (Non-Residential) at 400  W 8TH ST
2025-10-05 21:12:41 | INFO | Processed JSON message: {'offense': 'Burglary (Non-Residential)', 'description': 'Burglary/Breaking and Entering', 'address': '400  W 8TH ST', 'reported_date': '03/04/2025', 'reported_time': '10:41', 'latitude': 39.10466, 'longitude': -94.58878}
2025-10-05 21:12:41 | INFO | Crime: Burglary at 400  W 8TH ST
2025-10-05 21:12:43 | INFO | Sent crime: Assault (Non-Aggravated) at 5100  E FRONT ST
2025-10-05 21:12:43 | INFO | Processed JSON message: {'offense': 'Assault (Non-Aggravated)', 'description': 'Simple Assault', 'address': '5100  E FRONT ST', 'reported_date': '01/26/2025', 'reported_time': '04:01', 'latitude': 39.13085, 'longitude': -94.5212}
2025-10-05 21:12:43 | INFO | Crime: Violent Crime at 5100  E FRONT ST
2025-10-05 21:12:45 | INFO | Sent crime: Stolen Auto at 1200  E 116TH TER
2025-10-05 21:12:45 | INFO | Processed JSON message: {'offense': 'Stolen Auto', 'description': 'Motor Vehicle Theft', 'address': '1200  E 116TH TER', 'reported_date': '02/07/2025', 'reported_time': '12:55', 'latitude': 38.91594, 'longitude': -94.57745}
2025-10-05 21:12:45 | INFO | Crime: Vehicle Crime at 1200  E 116TH TER
2025-10-05 21:12:47 | INFO | Sent crime: City/Municipal Warrant Arrest at 3900  NW 85TH TER
2025-10-05 21:12:47 | INFO | Processed JSON message: {'offense': 'City/Municipal Warrant Arrest', 'description': '', 'address': '3900  NW 85TH TER', 'reported_date': '02/05/2025', 'reported_time': '13:50', 'latitude': 39.24939, 'longitude': -94.62496}
2025-10-05 21:12:47 | INFO | Crime: Other at 3900  NW 85TH TER
2025-10-05 21:12:49 | INFO | Sent crime: Domestic Violence Property Damage at 2900  E LINWOOD BLVD
2025-10-05 21:12:49 | INFO | Processed JSON message: {'offense': 'Domestic Violence Property Damage', 'description': 'Vandalism/Destruction of Property', 'address': '2900  E LINWOOD BLVD', 'reported_date': '02/10/2025', 'reported_time': '19:33', 'latitude': 39.06792, 'longitude': -94.54929}
2025-10-05 21:12:49 | INFO | Crime: Property Crime at 2900  E LINWOOD BLVD
2025-10-05 21:12:51 | INFO | Sent crime: Murder at 2400  CHESTNUT AVE
2025-10-05 21:12:51 | INFO | Processed JSON message: {'offense': 'Murder', 'description': 'Kidnapping / Abduction', 'address': '2400  CHESTNUT AVE', 'reported_date': '02/01/2025', 'reported_time': '02:25', 'latitude': 39.08293, 'longitude': -94.54988}
2025-10-05 21:12:51 | INFO | Crime: Violent Crime at 2400  CHESTNUT AVE
2025-10-05 21:12:53 | INFO | Sent crime: Property Damage at E 23RD ST and JACKSON AVE
2025-10-05 21:12:53 | INFO | Processed JSON message: {'offense': 'Property Damage', 'description': 'Vandalism/Destruction of Property', 'address': 'E 23RD ST and JACKSON AVE', 'reported_date': '01/18/2025', 'reported_time': '18:07', 'latitude': 39.08371, 'longitude': -94.53373}
2025-10-05 21:12:53 | INFO | Crime: Property Crime at E 23RD ST and JACKSON AVE
2025-10-05 21:12:55 | INFO | Sent crime: Stealing - Other at 600  NE 115TH ST
2025-10-05 21:12:55 | INFO | Processed JSON message: {'offense': 'Stealing - Other', 'description': 'All Other Larceny', 'address': '600  NE 115TH ST', 'reported_date': '03/12/2025', 'reported_time': '13:53', 'latitude': 39.30181, 'longitude': -94.57174}
2025-10-05 21:12:55 | INFO | Crime: Theft at 600  NE 115TH ST
2025-10-05 21:12:57 | INFO | Sent crime: Trespass of Real Property at 100  SOUTHWEST BLVD
2025-10-05 21:12:57 | INFO | Processed JSON message: {'offense': 'Trespass of Real Property', 'description': 'Trespass of Real Property', 'address': '100  SOUTHWEST BLVD', 'reported_date': '02/20/2025', 'reported_time': '15:38', 'latitude': 39.09037, 'longitude': -94.58493}
2025-10-05 21:12:57 | INFO | Crime: Other at 100  SOUTHWEST BLVD
2025-10-05 21:12:59 | INFO | Sent crime: Property Damage at 7700  HOLMES RD
2025-10-05 21:12:59 | INFO | Processed JSON message: {'offense': 'Property Damage', 'description': 'Vandalism/Destruction of Property', 'address': '7700  HOLMES RD', 'reported_date': '02/02/2025', 'reported_time': '23:43', 'latitude': 38.98796, 'longitude': -94.5805}
2025-10-05 21:12:59 | INFO | Crime: Property Crime at 7700  HOLMES RD
2025-10-05 21:13:01 | INFO | Sent crime: Domestic Violence Assault (Non-Aggravated) at 8600  ROBANDEE LN
2025-10-05 21:13:01 | INFO | Processed JSON message: {'offense': 'Domestic Violence Assault (Non-Aggravated)', 'description': 'Simple Assault', 'address': '8600  ROBANDEE LN', 'reported_date': '03/14/2025', 'reported_time': '22:39', 'latitude': 38.95338, 'longitude': -94.48859}
2025-10-05 21:13:01 | INFO | Crime: Violent Crime at 8600  ROBANDEE LN
2025-10-05 21:13:03 | INFO | Sent crime: Domestic Violence Property Damage at 1500  MARY LOU WILLIAMS LN
2025-10-05 21:13:03 | INFO | Processed JSON message: {'offense': 'Domestic Violence Property Damage', 'description': 'Drug / Narcotic Violations', 'address': '1500  MARY LOU WILLIAMS LN', 'reported_date': '02/17/2025', 'reported_time': '04:13', 'latitude': 39.1017, 'longitude': -94.56326}
2025-10-05 21:13:03 | INFO | Crime: Property Crime at 1500  MARY LOU WILLIAMS LN
2025-10-05 21:13:05 | INFO | Sent crime: Stolen Auto at 6400  NE 43RD TER
2025-10-05 21:13:05 | INFO | Processed JSON message: {'offense': 'Stolen Auto', 'description': 'Motor Vehicle Theft', 'address': '6400  NE 43RD TER', 'reported_date': '01/20/2025', 'reported_time': '15:05', 'latitude': 39.17291, 'longitude': -94.50385}
2025-10-05 21:13:05 | INFO | Crime: Vehicle Crime at 6400  NE 43RD TER
2025-10-05 21:13:07 | INFO | Sent crime: Stolen Auto at 3700  N BRIARCLIFF RD
2025-10-05 21:13:07 | INFO | Processed JSON message: {'offense': 'Stolen Auto', 'description': 'Motor Vehicle Theft', 'address': '3700  N BRIARCLIFF RD', 'reported_date': '01/17/2025', 'reported_time': '16:22', 'latitude': 39.16117, 'longitude': -94.58645}
2025-10-05 21:13:07 | INFO | Crime: Vehicle Crime at 3700  N BRIARCLIFF RD
2025-10-05 21:13:09 | INFO | Sent crime: Domestic Violence Assault (Non-Aggravated) at 4100  E 35TH ST
2025-10-05 21:13:09 | INFO | Processed JSON message: {'offense': 'Domestic Violence Assault (Non-Aggravated)', 'description': 'Simple Assault', 'address': '4100  E 35TH ST', 'reported_date': '01/11/2025', 'reported_time': '15:06', 'latitude': 39.0621, 'longitude': -94.53579}
2025-10-05 21:13:09 | INFO | Crime: Violent Crime at 4100  E 35TH ST
2025-10-05 21:13:11 | INFO | Sent crime: Burglary (Residential) at 6500  SNI-A-BAR RD
2025-10-05 21:13:11 | INFO | Processed JSON message: {'offense': 'Burglary (Residential)', 'description': 'Burglary/Breaking and Entering', 'address': '6500  SNI-A-BAR RD', 'reported_date': '03/17/2025', 'reported_time': '12:14', 'latitude': 39.03487, 'longitude': -94.50854}
2025-10-05 21:13:11 | INFO | Crime: Burglary at 6500  SNI-A-BAR RD
2025-10-05 21:13:13 | INFO | Sent crime: Possession of Stolen Property at E 113TH TER and CALICO DR
2025-10-05 21:13:13 | INFO | Processed JSON message: {'offense': 'Possession of Stolen Property', 'description': 'Stolen Property Offenses', 'address': 'E 113TH TER and CALICO DR', 'reported_date': '02/14/2025', 'reported_time': '01:45', 'latitude': 38.92041, 'longitude': -94.5536}
2025-10-05 21:13:13 | INFO | Crime: Other at E 113TH TER and CALICO DR
2025-10-05 21:13:15 | INFO | Sent crime: Robbery (Armed Street) at 10300  CRYSTAL AVE
