2025-10-05 21:50:03 | INFO | Logging to file: logs/project_log.log
2025-10-05 21:50:03 | INFO | Log sanitization enabled, personal info removed
2025-10-05 21:50:03 | INFO | Project root: C:/Users/USER/Documents/buzzline-06-webb
2025-10-05 21:50:03 | INFO | Data folder: C:/Users/USER/Documents/buzzline-06-webb/data
2025-10-05 21:50:03 | INFO | Data file: C:/Users/USER/Documents/buzzline-06-webb/data/KC_crimes_2025.csv
2025-10-05 21:50:03 | INFO | START producer.
2025-10-05 21:50:03 | INFO | Kafka broker address: localhost:9092
2025-10-05 21:50:03 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'ieOMVdv6S1CLudWlH7ql2A', 'controller_id': 1}
2025-10-05 21:50:03 | INFO | Kafka topic: kc_crime_2025
2025-10-05 21:50:03 | INFO | Message interval: 2.0 seconds
2025-10-05 21:50:03 | INFO | Kafka broker address: localhost:9092
2025-10-05 21:50:03 | INFO | Connecting to Kafka broker at localhost:9092...
2025-10-05 21:50:03 | INFO | Kafka producer successfully created.
2025-10-05 21:50:03 | INFO | Kafka broker address: localhost:9092
2025-10-05 21:50:04 | INFO | Topic 'kc_crime_2025' already exists. Recreating fresh...
2025-10-05 21:50:04 | INFO | Requested deletion of topic 'kc_crime_2025'.
2025-10-05 21:50:04 | INFO | Topic 'kc_crime_2025' created successfully.
2025-10-05 21:50:04 | INFO | Kafka topic 'kc_crime_2025' is ready.
2025-10-05 21:50:04 | INFO | Starting crime data streaming to topic 'kc_crime_2025'...
2025-10-05 21:50:04 | INFO | Opening data file in read mode: C:/Users/USER/Documents/buzzline-06-webb/data/KC_crimes_2025.csv
2025-10-05 21:50:04 | INFO | Reading data from file: C:/Users/USER/Documents/buzzline-06-webb/data/KC_crimes_2025.csv
2025-10-05 21:50:04 | INFO | Sent crime: Interdiction at 3100  WEATHERFORD RD
2025-10-05 21:50:06 | INFO | Sent crime: Embezzlement at 9500  N ASH AVE
2025-10-05 21:50:08 | INFO | Sent crime: Vehicular - Non-Injury at BROADWAY and W TRUMAN RD
2025-10-05 21:50:10 | INFO | Sent crime: Recovered Stolen Auto at 4300  LAUREL AVE
2025-10-05 21:50:12 | INFO | Sent crime: Possession of Stolen Property at LEE'S SUMMIT RD and E US 40 HWY
2025-10-05 21:50:12 | INFO | Logging to file: logs/project_log.log
2025-10-05 21:50:12 | INFO | Log sanitization enabled, personal info removed
2025-10-05 21:50:12 | INFO | START consumer.
2025-10-05 21:50:12 | INFO | Kafka topic: kc_crime_2025
2025-10-05 21:50:12 | INFO | Kafka consumer group id: crime_group
2025-10-05 21:50:12 | INFO | Consumer: Topic 'kc_crime_2025' and group 'crime_group'...
2025-10-05 21:50:12 | INFO | Kafka broker address: localhost:9092
2025-10-05 21:50:12 | INFO | Creating Kafka consumer. Topic='kc_crime_2025' and group ID='crime_group'.
2025-10-05 21:50:12 | INFO | Kafka consumer created successfully.
2025-10-05 21:50:12 | INFO | Polling messages from topic 'kc_crime_2025'...
2025-10-05 21:50:12 | ERROR | Error while consuming messages: Invalid file descriptor: -1
2025-10-05 21:50:14 | INFO | Sent crime: Arson at 400  PASEO
2025-10-05 21:50:15 | INFO | Kafka consumer for topic 'kc_crime_2025' closed.
2025-10-05 21:50:16 | INFO | Sent crime: Stealing - Shoplift at 11600  E US 40 HWY
2025-10-05 21:50:18 | INFO | Sent crime: Embezzlement at 1200  W 136TH ST
2025-10-05 21:50:20 | INFO | Sent crime: Vehicular - Injury at N AMITY AVE and NW M 152 HIGHWAY OFF RAMP W
2025-10-05 21:50:22 | INFO | Sent crime: Unfounded at 1900  S VAN BRUNT BLVD AVE
2025-10-05 21:50:22 | INFO | Logging to file: logs/project_log.log
2025-10-05 21:50:22 | INFO | Log sanitization enabled, personal info removed
2025-10-05 21:50:22 | INFO | START consumer.
2025-10-05 21:50:22 | INFO | Kafka topic: kc_crime_2025
2025-10-05 21:50:22 | INFO | Kafka consumer group id: crime_group
2025-10-05 21:50:22 | INFO | Consumer: Topic 'kc_crime_2025' and group 'crime_group'...
2025-10-05 21:50:22 | INFO | Kafka broker address: localhost:9092
2025-10-05 21:50:22 | INFO | Creating Kafka consumer. Topic='kc_crime_2025' and group ID='crime_group'.
2025-10-05 21:50:22 | INFO | Kafka consumer created successfully.
2025-10-05 21:50:22 | INFO | Polling messages from topic 'kc_crime_2025'...
2025-10-05 21:50:22 | ERROR | Error while consuming messages: Invalid file descriptor: -1
2025-10-05 21:50:24 | INFO | Sent crime: Loss at E 85TH ST and PASEO
2025-10-05 21:50:25 | INFO | Kafka consumer for topic 'kc_crime_2025' closed.
2025-10-05 21:50:26 | INFO | Sent crime: Vehicular - Injury at E 85TH ST and BRUCE R WATKINS DR S
2025-10-05 21:50:28 | INFO | Sent crime: Miscellaneous Investigation at UNKNOWN and UNKNOWN
2025-10-05 21:50:30 | INFO | Sent crime: Vehicular - Injury at E 63RD ST and ROCKHILL RD
2025-10-05 21:50:32 | INFO | Sent crime: Embezzlement at 0  E PERSHING RD
2025-10-05 21:50:33 | INFO | Logging to file: logs/project_log.log
2025-10-05 21:50:33 | INFO | Log sanitization enabled, personal info removed
2025-10-05 21:50:33 | INFO | START consumer.
2025-10-05 21:50:33 | INFO | Kafka topic: kc_crime_2025
2025-10-05 21:50:33 | INFO | Kafka consumer group id: crime_group
2025-10-05 21:50:33 | INFO | Consumer: Topic 'kc_crime_2025' and group 'crime_group'...
2025-10-05 21:50:33 | INFO | Kafka broker address: localhost:9092
2025-10-05 21:50:33 | INFO | Creating Kafka consumer. Topic='kc_crime_2025' and group ID='crime_group'.
2025-10-05 21:50:33 | INFO | Kafka consumer created successfully.
2025-10-05 21:50:33 | INFO | Polling messages from topic 'kc_crime_2025'...
2025-10-05 21:50:34 | INFO | Sent crime: Child Custody Violation at 8000  MICHIGAN AVE
2025-10-05 21:50:36 | INFO | Sent crime: Assault (Non-Aggravated) at 00  W 43RD ST
2025-10-05 21:50:36 | INFO | Processed JSON message: {'offense': 'Interdiction', 'description': '', 'address': '3100  WEATHERFORD RD', 'reported_date': '01/02/2025', 'reported_time': '10:05', 'latitude': 39.0646, 'longitude': -94.4192}
2025-10-05 21:50:36 | INFO | Crime: Other at 3100  WEATHERFORD RD
2025-10-05 21:50:38 | INFO | Sent crime: Assault (Non-Aggravated) at 0  ARROWHEAD DR
2025-10-05 21:50:40 | INFO | Sent crime: Assault (Aggravated) at E I 70 HWY E and STERLING AVE
2025-10-05 21:50:41 | INFO | Processed JSON message: {'offense': 'Embezzlement', 'description': 'Embezzlement', 'address': '9500  N ASH AVE', 'reported_date': '01/02/2025', 'reported_time': '11:18', 'latitude': 38.95014, 'longitude': -94.46146}
2025-10-05 21:50:41 | INFO | Crime: Fraud at 9500  N ASH AVE
2025-10-05 21:50:42 | INFO | Sent crime: Unfounded at 10900  N WABASH AVE
2025-10-05 21:50:44 | INFO | Processed JSON message: {'offense': 'Vehicular - Non-Injury', 'description': '', 'address': 'BROADWAY and W TRUMAN RD', 'reported_date': '01/04/2025', 'reported_time': '10:39', 'latitude': None, 'longitude': None}
2025-10-05 21:50:44 | INFO | Crime: Other at BROADWAY and W TRUMAN RD
2025-10-05 21:50:44 | INFO | Sent crime: Embezzlement at 800  MAIN ST
2025-10-05 21:50:44 | INFO | Processed JSON message: {'offense': 'Recovered Stolen Auto', 'description': '', 'address': '4300  LAUREL AVE', 'reported_date': '01/04/2025', 'reported_time': '12:32', 'latitude': 39.04498, 'longitude': -94.47365}
2025-10-05 21:50:44 | INFO | Crime: Vehicle Crime at 4300  LAUREL AVE
